text,author
"We did not descend far, and when after several hours the sea was calmer, we decided to return to the surface.",Howard Phillips Lovecraft
"He had thought he heard rats in the partitions all the evening, but paid little attention to them.",Howard Phillips Lovecraft
"It appeared that I was a provincial quæstor named L. Cælius Rufus, and that I had been summoned by the proconsul, P. Scribonius Libo, who had come from Tarraco some days before.",Howard Phillips Lovecraft
"I admired his clearness and persistence, and added some further revelations I had collected among the old people.",Howard Phillips Lovecraft
"""Let me see, Trever,"" continued the defaulter, ""didn't Schultz say your mother is a literary person, too?"" ""Yes, damn it,"" replied Trever, ""but nothing like the old Teian She's one of those dull, eternal moralisers that try to take all the joy out of life.",Howard Phillips Lovecraft
The terror which brought me to the scene was a sudden and portentous confirmation of the mountaineers' wildest legends.,Howard Phillips Lovecraft
"On the third day Slater was found unconscious in the hollow of a tree, and taken to the nearest gaol; where alienists from Albany examined him as soon as his senses returned.",Howard Phillips Lovecraft
"Somewhere, to what remote and fearsome region I know not, Denys Barry has gone.",Howard Phillips Lovecraft
"My mind, as alert as my senses, recognised the gravely unusual; and almost automatically I leaped up and turned about to grasp the destructive instruments which we had left trained on the mouldy spot before the fireplace.",Howard Phillips Lovecraft
"That the influence of the old house was unwholesome, he could not deny; but traces of his early morbid interest still held him there.",Howard Phillips Lovecraft
"They say there is no land of Lomar, save in my nocturnal imaginings; that in those realms where the Pole Star shines high and red Aldebaran crawls low around the horizon, there has been naught save ice and snow for thousands of years, and never a man save squat yellow creatures, blighted by the cold, whom they call ""Esquimaux"".",Howard Phillips Lovecraft
"Degraded and ignorant as they were, the creatures held with surprising consistency to the central idea of their loathsome faith.",Howard Phillips Lovecraft
"Of the name and abode of this man but little is written, for they were of the waking world only; yet it is said that both were obscure.",Howard Phillips Lovecraft
"Some said the thunder called the lurking fear out of its habitation, while others said the thunder was its voice.",Howard Phillips Lovecraft
"I hear a noise at the door, as of some immense slippery body lumbering against it.",Howard Phillips Lovecraft
"His oddities certainly did not look Asiatic, Polynesian, Levantine, or negroid, yet I could see why the people found him alien.",Howard Phillips Lovecraft
"As I hurried home through those narrow, winding, mist choked waterfront streets I had a frightful impression of being stealthily followed by softly padding feet.",Howard Phillips Lovecraft
"That at least two of the fear's embodiments were destroyed, formed but a slight guarantee of mental and physical safety in this Acheron of multiform diabolism; yet I continued my quest with even greater zeal as events and revelations became more monstrous.",Howard Phillips Lovecraft
It was not a strong or even a fairly strong light; certainly not nearly strong enough to read an average book by.,Howard Phillips Lovecraft
Only his tendency toward a dazed stupor prevented him from screaming aloud.,Howard Phillips Lovecraft
I am an entity like that which you yourself become in the freedom of dreamless sleep.,Howard Phillips Lovecraft
"It was more horrible than anything I had ever overheard, because I could now see the expression of his face, and could realise that this time the motive was stark fear.",Howard Phillips Lovecraft
"He had heard, meanwhile, of Whateley's grotesque trip to Cambridge, and of his frantic efforts to borrow or copy from the Necronomicon at the Widener Library.",Howard Phillips Lovecraft
Early risers on the th noticed a peculiar stench in the air.,Howard Phillips Lovecraft
"In the midst of these reflections, as if dramatically arranged to intensify them, there fell near by a terrific bolt of lightning followed by the sound of sliding earth.",Howard Phillips Lovecraft
"I hated the mocking moon, the hypocritical plain, the festering mountain, and those sinister mounds.",Howard Phillips Lovecraft
"Reading the life of Theseus, I was much impressed by that passage telling of the great stone beneath which the boyish hero was to find his tokens of destiny whenever he should become old enough to lift its enormous weight.",Howard Phillips Lovecraft
"Those Old Ones were gone now, inside the earth and under the sea; but their dead bodies had told their secrets in dreams to the first men, who formed a cult which had never died.",Howard Phillips Lovecraft
And there were cobblestones over which clattered many a blooded horse and rumbled many a gilded coach; and brick sidewalks with horse blocks and hitching posts.,Howard Phillips Lovecraft
"The more he remembered of his hideous dream the more terrified he felt, and it added to his desperation to hear Joe Mazurewicz chanting mournfully two floors below.",Howard Phillips Lovecraft
"Sometimes he would take walks through shadowy tangles of unpaved musty smelling lanes where eldritch brown houses of unknown age leaned and tottered and leered mockingly through narrow, small paned windows.",Howard Phillips Lovecraft
"I did, however, improve my stay in Arkham by collecting some genealogical notes I had long wished to possess; very rough and hasty data, it is true, but capable of good use later on when I might have time to collate and codify them.",Howard Phillips Lovecraft
